Sentence_no,Token,Token_ID,Token_TYPE,Token_no,Partition
759,the,P,NONE,27,2
759,error,P,NONE,28,2
759,NFS4ERR_ATTRNOTSUPP,T32,Value,29,2
759,is,P,NONE,30,2
759,returned,T31,Op_return,31,2
759,to,P,NONE,32,2
759,the,P,NONE,33,2
759,client,P,NONE,34,2
759,.,P,NONE,35,2
760,When,T26,if_else,0,2
760,the,P,NONE,1,2
760,attribute,T34,Variable,2,2
760,rdattr_error,T15,Variable,3,2
760,or,T17,or,4,2
760,any,T16,Variable,5,2
760,write-only,T16,Variable,6,2
760,attribute,T16,Variable,7,2
760,"(e.g.,",P,NONE,8,2
760,time_modify_set),P,NONE,9,2
760,is,T18,Pred_Name,10,2
760,specified,T18,Pred_Name,11,2
760,",",P,NONE,12,2
760,the,P,NONE,13,2
760,error,P,NONE,14,2
760,NFS4ERR_INVAL,T22,Value,15,2
760,is,P,NONE,16,2
760,returned,T20,Op_return,17,2
760,to,P,NONE,18,2
760,the,P,NONE,19,2
760,client,P,NONE,20,2
760,.,P,NONE,21,2
761,The,P,NONE,0,0
761,current,T21,Variable,1,0
761,filehandle,T21,Variable,2,0
761,is,P,NONE,3,0
761,assumed,P,NONE,4,0
761,to,P,NONE,5,0
761,refer,T22,Pred_Name,6,0
761,to,P,NONE,7,0
761,a,P,NONE,8,0
761,regular,T23,Variable,9,0
761,directory,T23,Variable,10,0
761,or,T25,or,11,0
761,a,P,NONE,12,0
761,named,T24,Variable,13,0
761,attribute,T24,Variable,14,0
761,directory,T24,Variable,15,0
761,.,P,NONE,16,0
762,LOOKUPP,T17,Op_return,0,0
762,assigns,P,NONE,1,0
762,the,P,NONE,2,0
762,filehandle,T18,Variable,3,0
762,for,P,NONE,4,0
762,its,P,NONE,5,0
762,parent,T19,Variable,6,0
762,directory,T19,Variable,7,0
762,to,P,NONE,8,0
762,be,P,NONE,9,0
762,the,P,NONE,10,0
762,current,T20,Variable,11,0
762,filehandle,T20,Variable,12,0
762,.,P,NONE,13,0
763,If,T12,if_else,0,0
763,there,T13,Pred_Name,1,0
763,is,T13,Pred_Name,2,0
763,no,P,NONE,3,0
763,parent,T14,Variable,4,0
763,directory,T14,Variable,5,0
763,",",P,NONE,6,0
763,an,P,NONE,7,0
763,NFS4ERR_NOENT,T16,Value,8,0
763,error,P,NONE,9,0
763,must,P,NONE,10,0
763,be,P,NONE,11,0
763,returned,T15,Op_return,12,0
763,.,P,NONE,13,0
764,"Therefore,",P,NONE,0,0
764,NFS4ERR_NOENT,T1,Value,1,0
764,will,P,NONE,2,0
764,be,P,NONE,3,0
764,returned,T2,Op_return,4,0
764,by,P,NONE,5,0
764,the,P,NONE,6,0
764,server,P,NONE,7,0
764,when,T4,Pred_Name,8,0
764,the,T4,Pred_Name,9,0
764,current,T5,Variable,10,0
764,filehandle,T5,Variable,11,0
764,is,T6,Pred_Name,12,0
764,at,T6,Pred_Name,13,0
764,the,T6,Pred_Name,14,0
764,root,T7,Variable,15,0
764,or,T9,or,16,0
764,top,T8,Variable,17,0
764,of,P,NONE,18,0
764,the,P,NONE,19,0
764,server's,P,NONE,20,0
764,file,T10,Variable,21,0
764,tree,T10,Variable,22,0
764,.,P,NONE,23,0
765,If,T26,if_else,0,0
765,the,P,NONE,1,0
765,current,T27,Variable,2,0
765,filehandle,T27,Variable,3,0
765,is,T28,Pred_Name,4,0
765,no,T28,Pred_Name,5,0
765,t,P,NONE,6,0
765,a,P,NONE,7,0
765,directory,T29,Variable,8,0
765,or,T31,or,9,0
765,named,T30,Variable,10,0
765,attribute,T30,Variable,11,0
765,directory,T30,Variable,12,0
765,",",P,NONE,13,0
765,the,P,NONE,14,0
765,error,P,NONE,15,0
765,NFS4ERR_NOTDIR,T33,Value,16,0
765,is,P,NONE,17,0
765,returned,T32,Op_return,18,0
765,.,P,NONE,19,0
766,If,T34,if_else,0,0
766,the,P,NONE,1,0
766,current,T35,Variable,2,0
766,filehandle,T35,Variable,3,0
766,is,T36,Pred_Name,4,0
766,a,P,NONE,5,0
766,named,T37,Variable,6,0
766,attribute,T37,Variable,7,0
766,directory,T37,Variable,8,0
766,that,P,NONE,9,0
766,is,P,NONE,10,0
766,associated,T38,Pred_Name,11,0
766,with,P,NONE,12,0
766,a,P,NONE,13,0
766,file,T39,Variable,14,0
766,system,T39,Variable,15,0
766,objec,T39,Variable,16,0
766,t,P,NONE,17,0
766,via,P,NONE,18,0
766,OPENATTR,P,NONE,19,0
766,"(i.e.,",P,NONE,20,0
766,not,P,NONE,21,0
766,a,P,NONE,22,0
766,subdirectory,P,NONE,23,0
766,of,P,NONE,24,0
766,a,P,NONE,25,0
766,named,P,NONE,26,0
766,attribute,P,NONE,27,0
766,"directory),",P,NONE,28,0
766,LOOKUPP,T40,OperationName,29,0
766,SHOULD,P,NONE,30,0
766,return,T41,Op_return,31,0
766,the,P,NONE,32,0
766,filehandle,T42,Variable,33,0
766,of,P,NONE,34,0
766,the,P,NONE,35,0
766,associated,T43,Variable,36,0
766,file,T43,Variable,37,0
766,system,T43,Variable,38,0
766,object,T43,Variable,39,0
766,.,P,NONE,40,0
767,The,P,NONE,0,0
767,LOCKU,T2,OperationName,1,0
767,operation,P,NONE,2,0
767,unlocks,T1,Op_return,3,0
767,the,T3,Variable,4,0
767,byte-range,T3,Variable,5,0
767,lock,T3,Variable,6,0
767,specified,T4,Pred_Name,7,0
767,by,P,NONE,8,0
767,the,T5,Variable,9,0
767,parameters,T5,Variable,10,0
767,.,P,NONE,11,0
768,The,P,NONE,0,0
768,client,P,NONE,1,0
768,may,P,NONE,2,0
768,set,T10,Func_Name,3,0
768,the,T10,Func_Name,4,0
768,locktype,T8,Variable,5,0
768,field,T8,Variable,6,0
768,to,P,NONE,7,0
768,any,T9,Variable,8,0
768,value,T9,Variable,9,0
768,that,P,NONE,10,0
768,is,T11,Pred_Name,11,0
768,legal,T11,Pred_Name,12,0
768,for,P,NONE,13,0
768,the,P,NONE,14,0
768,nfs_lock_type4,T7,Variable,15,0
768,enumerated,P,NONE,16,0
768,"type,",P,NONE,17,0
768,and,P,NONE,18,0
768,the,P,NONE,19,0
768,server,P,NONE,20,0
768,MUST,P,NONE,21,0
768,accept,T13,Pred_Name,22,0
768,any,T14,Variable,23,0
768,legal,T14,Variable,24,0
768,value,T14,Variable,25,0
768,for,P,NONE,26,0
768,locktype,P,NONE,27,0
768,.,P,NONE,28,0
769,Any,T15,Variable,0,0
769,legal,T15,Variable,1,0
769,value,T15,Variable,2,0
769,for,P,NONE,3,0
769,locktype,P,NONE,4,0
769,has,T16,Pred_Name,5,0
769,no,T16,Pred_Name,6,0
769,effect,T16,Pred_Name,7,0
769,on,P,NONE,8,0
769,the,P,NONE,9,0
769,success,T17,Variable,10,0
769,or,T19,or,11,0
769,failure,T18,Variable,12,0
769,of,T20,Pred_Name,13,0
769,the,T20,Pred_Name,14,0
769,LOCKU,T21,OperationName,15,0
769,operation,P,NONE,16,0
769,.,P,NONE,17,0
770,The,P,NONE,0,0
770,NFS4ERR_INVAL,T28,Value,1,0
770,and,T30,and,2,0
770,NFS4ERR_BAD_RANGE,T29,Value,3,0
770,errors,P,NONE,4,0
770,are,P,NONE,5,0
770,returned,T27,Op_return,6,0
770,under,P,NONE,7,0
770,the,P,NONE,8,0
770,same,T33,Variable,9,0
770,circumstances,T33,Variable,10,0
770,as,T31,Func_Name,11,0
770,for,P,NONE,12,0
770,LOCK,T32,OperationName,13,0
770,.,P,NONE,14,0
771,On,T22,Op_return,0,0
771,success,T23,Variable,1,0
771,",",P,NONE,2,0
771,the,P,NONE,3,0
771,current,T24,Variable,4,0
771,filehandle,T24,Variable,5,0
771,retains,T25,Pred_Name,6,0
771,its,T26,Variable,7,0
771,value,T26,Variable,8,0
771,.,P,NONE,9,0
772,IMPLEMENTATION,P,NONE,0,0
772,If,T34,if_else,1,0
772,the,P,NONE,2,0
772,area,T38,Variable,3,0
772,to,T36,Pred_Name,4,0
772,be,T36,Pred_Name,5,0
772,unlocked,T37,Variable,6,0
772,does,T35,Pred_Name,7,0
772,not,T35,Pred_Name,8,0
772,correspond,T35,Pred_Name,9,0
772,exactly,P,NONE,10,0
772,to,P,NONE,11,0
772,a,P,NONE,12,0
772,lock,T39,Variable,13,0
772,actually,P,NONE,14,0
772,held,T40,Pred_Name,15,0
772,by,P,NONE,16,0
772,the,T41,Variable,17,0
772,lock-owner,T41,Variable,18,0
772,",",P,NONE,19,0
772,the,P,NONE,20,0
772,server,P,NONE,21,0
772,may,P,NONE,22,0
772,return,T42,Func_Name,23,0
772,the,P,NONE,24,0
772,error,P,NONE,25,0
772,NFS4ERR_LOCK_RANGE,T44,Value,26,0
772,.,P,NONE,27,0
773,DELEGPURGE,T2,OperationName,0,0
773,purges,T1,Op_return,1,0
773,all,T35,Pred_Name,2,0
773,of,T35,Pred_Name,3,0
773,the,P,NONE,4,0
773,delegations,T3,Variable,5,0
773,awaiting,T3,Variable,6,0
773,recovery,T3,Variable,7,0
773,for,P,NONE,8,0
773,a,P,NONE,9,0
773,given,P,NONE,10,0
773,client,P,NONE,11,0
773,.,P,NONE,12,0
774,This,P,NONE,0,0
774,is,P,NONE,1,0
774,useful,P,NONE,2,0
774,for,P,NONE,3,0
774,clients,P,NONE,4,0
774,that,P,NONE,5,0
774,do,T4,Pred_Name,6,0
774,not,T4,Pred_Name,7,0
774,commit,T4,Pred_Name,8,0
774,delegation,T6,Variable,9,0
774,informatio,T6,Variable,10,0
774,n,P,NONE,11,0
774,to,P,NONE,12,0
774,stable,T7,Variable,13,0
774,storage,T7,Variable,14,0
774,",",P,NONE,15,0
774,to,P,NONE,16,0
774,indicate,P,NONE,17,0
774,that,P,NONE,18,0
774,conflicting,T10,Variable,19,0
774,requests,T10,Variable,20,0
774,need,T8,Pred_Name,21,0
774,not,T8,Pred_Name,22,0
774,be,T8,Pred_Name,23,0
774,delayed,T8,Pred_Name,24,0
774,by,P,NONE,25,0
774,the,P,NONE,26,0
774,server,P,NONE,27,0
774,awaiting,P,NONE,28,0
774,recovery,P,NONE,29,0
774,of,P,NONE,30,0
774,delegation,P,NONE,31,0
774,information,P,NONE,32,0
774,.,P,NONE,33,0
775,This,T11,Op_return,0,0
775,operation,T11,Op_return,1,0
775,is,P,NONE,2,0
775,provided,P,NONE,3,0
775,to,P,NONE,4,0
775,support,T12,Func_Name,5,0
775,clients,P,NONE,6,0
775,that,P,NONE,7,0
775,record,T14,Pred_Name,8,0
775,delegation,T15,Variable,9,0
775,information,T15,Variable,10,0
775,in,P,NONE,11,0
775,stable,T17,Variable,12,0
775,storage,T17,Variable,13,0
775,on,P,NONE,14,0
775,the,P,NONE,15,0
775,client,P,NONE,16,0
775,.,P,NONE,17,0
776,In,P,NONE,0,0
776,this,P,NONE,1,0
776,"case,",P,NONE,2,0
776,DELEGPURGE,T20,OperationName,3,0
776,should,T21,Pred_Name,4,0
776,be,T21,Pred_Name,5,0
776,issued,T21,Pred_Name,6,0
776,immediately,T21,Pred_Name,7,0
776,after,T25,if_else,8,0
776,doing,P,NONE,9,0
776,delegation,T119,Func_Name,10,0
776,recovery,T119,Func_Name,11,0
776,(using,P,NONE,12,0
776,CLAIM_DELEGATE_PREV),P,NONE,13,0
776,on,P,NONE,14,0
776,all,T24,Variable,15,0
776,delegations,T24,Variable,16,0
776,known,T23,Func_Name,17,0
776,to,P,NONE,18,0
776,the,P,NONE,19,0
776,client,P,NONE,20,0
776,.,P,NONE,21,0
777,Doing,T32,Pred_Name,0,0
777,so,T32,Pred_Name,1,0
777,will,T26,Func_Name,2,0
777,notify,T26,Func_Name,3,0
777,the,P,NONE,4,0
777,server,P,NONE,5,0
777,that,P,NONE,6,0
777,no,T29,Variable,7,0
777,additional,T29,Variable,8,0
777,delegations,T29,Variable,9,0
777,for,P,NONE,10,0
777,the,P,NONE,11,0
777,client,P,NONE,12,0
777,will,T30,Pred_Name,13,0
777,be,T30,Pred_Name,14,0
777,recovered,T30,Pred_Name,15,0
777,",",P,NONE,16,0
777,allowing,T56,Func_Name,17,0
777,it,P,NONE,18,0
777,to,P,NONE,19,0
777,free,T31,Pred_Name,20,0
777,resources,T66,Variable,21,0
777,and,T33,and,22,0
777,avoid,T36,Pred_Name,23,0
777,delaying,T36,Pred_Name,24,0
777,other,P,NONE,25,0
777,clients,P,NONE,26,0
777,who,P,NONE,27,0
777,make,P,NONE,28,0
777,requests,P,NONE,29,0
777,that,P,NONE,30,0
777,conflict,P,NONE,31,0
777,with,P,NONE,32,0
777,the,P,NONE,33,0
777,unrecovered,P,NONE,34,0
777,delegations,P,NONE,35,0
777,.,P,NONE,36,0
778,All,P,NONE,0,0
778,clients,P,NONE,1,0
778,SHOULD,T41,Func_Name,2,0
778,use,T41,Func_Name,3,0
778,DELEGPURGE,T38,OperationName,4,0
778,as,T40,Pred_Name,5,0
778,part,T40,Pred_Name,6,0
778,of,T40,Pred_Name,7,0
778,recovery,T40,Pred_Name,8,0
778,once,T49,if_else,9,0
778,it,T49,if_else,10,0
778,is,T49,if_else,11,0
778,known,T49,if_else,12,0
778,that,P,NONE,13,0
778,no,P,NONE,14,0
778,further,P,NONE,15,0
778,CLAIM_DELEGATE_PREV,T42,OperationName,16,0
778,recovery,T43,Pred_Name,17,0
778,will,P,NONE,18,0
778,be,P,NONE,19,0
778,done,P,NONE,20,0
778,.,P,NONE,21,0
779,This,P,NONE,0,0
779,includes,P,NONE,1,0
779,clients,P,NONE,2,0
779,that,P,NONE,3,0
779,do,T44,Pred_Name,4,0
779,not,T44,Pred_Name,5,0
779,record,T44,Pred_Name,6,0
779,delegation,T48,Variable,7,0
779,information,T48,Variable,8,0
779,in,P,NONE,9,0
779,stable,T47,Variable,10,0
779,storage,T47,Variable,11,0
779,",",P,NONE,12,0
779,who,P,NONE,13,0
779,would,P,NONE,14,0
779,then,P,NONE,15,0
779,do,P,NONE,16,0
779,a,P,NONE,17,0
779,DELEGPURGE,T46,Op_return,18,0
779,immediately,P,NONE,19,0
779,after,P,NONE,20,0
779,SETCLIENTID_CONFIRM,T50,Func_Name,21,0
779,.,P,NONE,22,0
780,The,P,NONE,0,0
780,set,T54,Variable,1,0
780,of,T54,Variable,2,0
780,delegations,T54,Variable,3,0
780,known,T51,Pred_Name,4,0
780,to,P,NONE,5,0
780,the,P,NONE,6,0
780,server,P,NONE,7,0
780,and,P,NONE,8,0
780,the,P,NONE,9,0
780,client,P,NONE,10,0
780,may,T55,Pred_Name,11,0
780,be,T55,Pred_Name,12,0
780,different,T55,Pred_Name,13,0
780,.,P,NONE,14,0
781,The,P,NONE,0,0
781,reasons,P,NONE,1,0
781,for,P,NONE,2,0
781,this,P,NONE,3,0
781,include:,P,NONE,4,0
781,o,P,NONE,5,0
781,A,P,NONE,6,0
781,client,P,NONE,7,0
781,may,T58,Pred_Name,8,0
781,fail,T58,Pred_Name,9,0
781,after,T78,if_else,10,0
781,making,T59,Pred_Name,11,0
781,a,P,NONE,12,0
781,request,T60,Variable,13,0
781,that,T61,Func_Name,14,0
781,resulted,T61,Func_Name,15,0
781,in,P,NONE,16,0
781,delegation,T116,Variable,17,0
781,but,P,NONE,18,0
781,before,P,NONE,19,0
781,it,P,NONE,20,0
781,received,T68,Func_Name,21,0
781,the,P,NONE,22,0
781,results,T117,Variable,23,0
781,and,T62,and,24,0
781,committed,T64,Func_Name,25,0
781,them,T118,Variable,26,0
781,to,P,NONE,27,0
781,the,P,NONE,28,0
781,client's,T63,Variable,29,0
781,stable,T63,Variable,30,0
781,storage,T63,Variable,31,0
781,.,P,NONE,32,0
782,o,P,NONE,0,0
782,A,P,NONE,1,0
782,client,P,NONE,2,0
782,may,T70,Pred_Name,3,0
782,fail,T70,Pred_Name,4,0
782,after,T71,if_else,5,0
782,deleting,T74,Func_Name,6,0
782,its,P,NONE,7,0
782,indication,T75,Variable,8,0
782,that,P,NONE,9,0
782,a,P,NONE,10,0
782,delegation,T72,Variable,11,0
782,exists,T73,Pred_Name,12,0
782,but,P,NONE,13,0
782,before,P,NONE,14,0
782,the,P,NONE,15,0
782,delegation,T77,Variable,16,0
782,return,T77,Variable,17,0
782,is,P,NONE,18,0
782,fully,T76,Pred_Name,19,0
782,processed,T76,Pred_Name,20,0
782,by,P,NONE,21,0
782,the,P,NONE,22,0
782,server,P,NONE,23,0
782,.,P,NONE,24,0
783,o,P,NONE,0,0
783,In,T80,if_else,1,0
783,the,T80,if_else,2,0
783,case,T80,if_else,3,0
783,in,T80,if_else,4,0
783,which,T80,if_else,5,0
783,the,P,NONE,6,0
783,server,P,NONE,7,0
783,and,P,NONE,8,0
783,the,P,NONE,9,0
783,client,P,NONE,10,0
783,restart,T83,Pred_Name,11,0
783,",",P,NONE,12,0
783,the,P,NONE,13,0
783,server,P,NONE,14,0
783,may,T84,Pred_Name,15,0
783,have,T84,Pred_Name,16,0
783,limited,T86,Pred_Name,17,0
783,persistent,T86,Pred_Name,18,0
783,recording,T86,Pred_Name,19,0
783,of,P,NONE,20,0
783,delegations,T109,Variable,21,0
783,to,P,NONE,22,0
783,a,P,NONE,23,0
783,subset,T113,Pred_Name,24,0
783,of,T115,Variable,25,0
783,those,T115,Variable,26,0
783,in,P,NONE,27,0
783,existence,T114,Pred_Name,28,0
783,.,P,NONE,29,0
784,o,P,NONE,0,0
784,A,P,NONE,1,0
784,client,P,NONE,2,0
784,may,T87,Pred_Name,3,0
784,have,T87,Pred_Name,4,0
784,only,P,NONE,5,0
784,persistently,P,NONE,6,0
784,recorded,T89,Variable,7,0
784,information,T89,Variable,8,0
784,about,T90,Pred_Name,9,0
784,a,T90,Pred_Name,10,0
784,subset,T91,Pred_Name,11,0
784,of,P,NONE,12,0
784,delegations,T107,Variable,13,0
784,.,P,NONE,14,0
785,The,P,NONE,0,0
785,server,P,NONE,1,0
785,MAY,T93,Pred_Name,2,0
785,support,T93,Pred_Name,3,0
785,DELEGPURGE,T99,OperationName,4,0
785,",",P,NONE,5,0
785,but,T102,and,6,0
785,its,P,NONE,7,0
785,support,T94,Variable,8,0
785,or,T96,or,9,0
785,non-support,T95,Variable,10,0
785,should,T97,Pred_Name,11,0
785,match,T97,Pred_Name,12,0
785,that,P,NONE,13,0
785,of,P,NONE,14,0
785,CLAIM_DELEGATE_PREV,T98,Variable,15,0
785,:,P,NONE,16,0
785,o,P,NONE,17,0
785,A,P,NONE,18,0
785,server,P,NONE,19,0
785,may,T100,Pred_Name,20,0
785,support,T100,Pred_Name,21,0
785,both,P,NONE,22,0
785,DELEGPURGE,T103,Variable,23,0
785,and,T104,and,24,0
785,CLAIM_DELEGATE_PREV,T105,Variable,25,0
785,.,P,NONE,26,0
786,o,P,NONE,0,0
786,A,P,NONE,1,0
786,server,P,NONE,2,0
786,may,T106,Pred_Name,3,0
786,support,T106,Pred_Name,4,0
786,neither,P,NONE,5,0
786,DELEGPURGE,T111,Variable,6,0
786,nor,T110,and,7,0
786,CLAIM_DELEGATE_PREV,T112,Variable,8,0
786,.,P,NONE,9,0
787,SEEK,T43,OperationName,0,4
787,is,P,NONE,1,4
787,an,P,NONE,2,4
787,operation,P,NONE,3,4
787,that,P,NONE,4,4
787,allows,T42,Func_Name,5,4
787,a,P,NONE,6,4
787,client,P,NONE,7,4
787,to,P,NONE,8,4
787,determine,T45,Pred_Name,9,4
787,the,T45,Pred_Name,10,4
787,location,T45,Pred_Name,11,4
787,of,P,NONE,12,4
787,the,P,NONE,13,4
787,next,T46,Variable,14,4
787,data_content4,T46,Variable,15,4
787,in,P,NONE,16,4
787,a,P,NONE,17,4
787,file,T47,Variable,18,4
787,.,P,NONE,19,4
788,It,T57,Op_return,0,4
788,allows,T58,Func_Name,1,4
788,an,T58,Func_Name,2,4
788,implementation,T58,Func_Name,3,4
788,of,T58,Func_Name,4,4
788,the,T58,Func_Name,5,4
788,emerging,T58,Func_Name,6,4
788,extension,T58,Func_Name,7,4
788,to,P,NONE,8,4
788,the,P,NONE,9,4
788,lseek,T59,OperationName,10,4
788,-2,P,NONE,11,4
788,function,P,NONE,12,4
788,to,T60,Func_Name,13,4
788,allow,T60,Func_Name,14,4
788,clients,P,NONE,15,4
788,to,T48,Pred_Name,16,4
788,determine,T48,Pred_Name,17,4
788,the,P,NONE,18,4
788,next,T52,Variable,19,4
788,hole,T52,Variable,20,4
788,whilst,T50,Pred_Name,21,4
788,in,T50,Pred_Name,22,4
788,data,T51,Variable,23,4
788,or,T56,or,24,4
788,the,P,NONE,25,4
788,next,T53,Variable,26,4
788,data,T53,Variable,27,4
788,whilst,T54,Pred_Name,28,4
788,in,T54,Pred_Name,29,4
788,a,P,NONE,30,4
788,hole,T55,Variable,31,4
788,.,P,NONE,32,4
789,From,P,NONE,0,4
789,the,P,NONE,1,4
789,given,P,NONE,2,4
789,sa_offset,T34,Variable,3,4
789,",",P,NONE,4,4
789,find,T37,Func_Name,5,4
789,the,P,NONE,6,4
789,next,T36,Variable,7,4
789,data_content4,T36,Variable,8,4
789,of,T38,Pred_Name,9,4
789,type,T38,Pred_Name,10,4
789,sa_what,T35,Variable,11,4
789,in,T41,Pred_Name,12,4
789,the,T41,Pred_Name,13,4
789,file,T40,Variable,14,4
789,.,P,NONE,15,4
790,If,T1,if_else,0,4
790,the,P,NONE,1,4
790,server,P,NONE,2,4
790,cannot,T6,Pred_Name,3,4
790,find,T6,Pred_Name,4,4
790,a,P,NONE,5,4
790,corresponding,T5,Variable,6,4
790,sa_what,T5,Variable,7,4
790,",",P,NONE,8,4
790,then,P,NONE,9,4
790,the,P,NONE,10,4
790,status,T7,Variable,11,4
790,will,T9,Pred_Name,12,4
790,still,T9,Pred_Name,13,4
790,be,T9,Pred_Name,14,4
790,NFS4_OK,T8,Value,15,4
790,",",P,NONE,16,4
790,but,T61,and,17,4
790,sr_eof,T62,Variable,18,4
790,would,T63,Pred_Name,19,4
790,be,T63,Pred_Name,20,4
790,TRUE,T64,Value,21,4
790,.,P,NONE,22,4
791,If,T2,if_else,0,4
791,the,P,NONE,1,4
791,server,P,NONE,2,4
791,can,T11,Pred_Name,3,4
791,find,T11,Pred_Name,4,4
791,the,P,NONE,5,4
791,sa_what,T12,Variable,6,4
791,",",P,NONE,7,4
791,then,P,NONE,8,4
791,the,P,NONE,9,4
791,sr_offset,T13,Variable,10,4
791,is,P,NONE,11,4
791,the,P,NONE,12,4
791,start,T14,Pred_Name,13,4
791,of,T14,Pred_Name,14,4
791,that,P,NONE,15,4
791,content,T15,Variable,16,4
791,.,P,NONE,17,4
792,If,T3,if_else,0,4
792,the,P,NONE,1,4
792,sa_offset,T16,Variable,2,4
792,is,T17,Pred_Name,3,4
792,beyond,T17,Pred_Name,4,4
792,the,P,NONE,5,4
792,end,T20,Value,6,4
792,of,T20,Value,7,4
792,the,T20,Value,8,4
792,file,T20,Value,9,4
792,",",P,NONE,10,4
792,then,P,NONE,11,4
792,SEEK,T21,OperationName,12,4
792,MUST,P,NONE,13,4
792,return,T18,Op_return,14,4
792,NFS4ERR_NXIO,T19,Value,15,4
792,.,P,NONE,16,4
793,All,T23,Variable,0,4
793,files,T23,Variable,1,4
793,MUST,P,NONE,2,4
793,have,T24,Pred_Name,3,4
793,a,T24,Pred_Name,4,4
793,virtual,T65,Variable,5,4
793,hole,T65,Variable,6,4
793,at,P,NONE,7,4
793,the,P,NONE,8,4
793,end,T22,Value,9,4
793,of,T22,Value,10,4
793,the,T22,Value,11,4
793,file,T22,Value,12,4
793,.,P,NONE,13,4
794,That,P,NONE,0,4
794,"is,",P,NONE,1,4
794,if,T25,if_else,2,4
794,a,P,NONE,3,4
794,file,T27,Variable,4,4
794,system,T27,Variable,5,4
794,does,T26,Pred_Name,6,4
794,not,T26,Pred_Name,7,4
794,support,T26,Pred_Name,8,4
794,sparse,T28,Variable,9,4
794,files,T28,Variable,10,4
794,",",P,NONE,11,4
794,then,P,NONE,12,4
794,a,P,NONE,13,4
794,COMPOUND,T30,OperationName,14,4
794,with,P,NONE,15,4
794,{SEEK,P,NONE,16,4
794,0,P,NONE,17,4
794,NFS4_CONTENT_HOLE;},P,NONE,18,4
794,would,P,NONE,19,4
794,return,T29,Op_return,20,4
794,a,P,NONE,21,4
794,result,P,NONE,22,4
794,of,P,NONE,23,4
794,{,P,NONE,24,4
794,SEEK,T31,Variable,25,4
794,1,T31,Variable,26,4
794,X,T31,Variable,27,4
794,";},",P,NONE,28,4
794,where,P,NONE,29,4
794,"""X""",P,NONE,30,4
794,was,P,NONE,31,4
794,the,P,NONE,32,4
794,size,P,NONE,33,4
794,of,P,NONE,34,4
794,the,P,NONE,35,4
794,file,P,NONE,36,4
794,.,P,NONE,37,4
795,SEEK,T33,OperationName,0,4
795,must,P,NONE,1,4
795,follow,T32,Pred_Name,2,4
795,the,T32,Pred_Name,3,4
795,same,T32,Pred_Name,4,4
795,rules,T32,Pred_Name,5,4
795,for,P,NONE,6,4
795,stateids,T39,Variable,7,4
795,as,P,NONE,8,4
795,READ_PLUS,T66,OperationName,9,4
795,(Section,P,NONE,10,4
795,15.10.3),P,NONE,11,4
795,.,P,NONE,12,4
796,The,P,NONE,0,0
796,OPENATTR,T1,Op_return,1,0
796,operation,P,NONE,2,0
796,is,P,NONE,3,0
796,used,P,NONE,4,0
796,to,P,NONE,5,0
796,obtain,T2,Func_Name,6,0
796,the,P,NONE,7,0
796,filehandle,T3,Variable,8,0
796,of,P,NONE,9,0
796,the,P,NONE,10,0
796,named,T4,Variable,11,0
796,attribute,T4,Variable,12,0
796,directory,T4,Variable,13,0
796,associated,T5,Pred_Name,14,0
796,with,P,NONE,15,0
796,the,P,NONE,16,0
796,current,T6,Variable,17,0
796,filehandle,T6,Variable,18,0
796,.,P,NONE,19,0
797,If,T7,if_else,0,0
797,none,T8,Variable,1,0
797,exist,T9,Pred_Name,2,0
797,",",P,NONE,3,0
797,then,P,NONE,4,0
797,NFS4ERR_NOENT,T10,Value,5,0
797,will,P,NONE,6,0
797,be,P,NONE,7,0
797,returned,T11,Op_return,8,0
797,.,P,NONE,9,0
798,If,T12,if_else,0,0
798,createdir,T13,Variable,1,0
798,has,P,NONE,2,0
798,a,P,NONE,3,0
798,value,T14,Pred_Name,4,0
798,of,P,NONE,5,0
798,TRUE,T15,Value,6,0
798,and,T16,and,7,0
798,no,P,NONE,8,0
798,named,T17,Variable,9,0
798,attribute,T17,Variable,10,0
798,directory,T17,Variable,11,0
798,exists,T18,Pred_Name,12,0
798,",",P,NONE,13,0
798,one,T19,Variable,14,0
798,is,T20,Pred_Name,15,0
798,created,T20,Pred_Name,16,0
798,.,P,NONE,17,0
799,IMPLEMENTATION,P,NONE,0,0
799,If,T21,if_else,1,0
799,the,P,NONE,2,0
799,server,P,NONE,3,0
799,does,T23,Pred_Name,4,0
799,not,T23,Pred_Name,5,0
799,support,T23,Pred_Name,6,0
799,named,T24,Variable,7,0
799,attributes,T24,Variable,8,0
799,for,P,NONE,9,0
799,the,P,NONE,10,0
799,current,T25,Variable,11,0
799,filehandle,T25,Variable,12,0
799,",",P,NONE,13,0
799,an,P,NONE,14,0
799,error,P,NONE,15,0
799,of,P,NONE,16,0
799,NFS4ERR_NOTSUPP,T27,Value,17,0
799,will,P,NONE,18,0
799,be,P,NONE,19,0
799,returned,T26,Op_return,20,0
799,to,P,NONE,21,0
799,the,P,NONE,22,0
799,client,P,NONE,23,0
799,.,P,NONE,24,0
800,Like,P,NONE,0,3
800,the,P,NONE,1,3
800,SECINFO,P,NONE,2,3
800,"operation,",P,NONE,3,3
800,SECINFO_NO_NAME,T3,OperationName,4,3
800,is,T1,Func_Name,5,3
800,used,T1,Func_Name,6,3
800,by,P,NONE,7,3
800,the,P,NONE,8,3
800,client,P,NONE,9,3
800,to,T4,Func_Name,10,3
800,obtain,T4,Func_Name,11,3
